mote_id,path_len,pdr_exp,delay_s,gen_count,tx_j_data,rx_j_data,cpu_j_data,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,ctrl_tx_j,ctrl_rx_j,ctrl_cpu_j,tx_j_total,rx_j_total,cpu_j_total
1,1,0.7751041184636742,0.02,36568,1.947172864,1.8722816,0.18284,82108819,4105486,8210919,2736973,18.473952149176064,656.8714,9.166245000000002,20.42112501317606,658.7436816,9.349085
2,1,0.671483286908078,0.02,37961,1.9474904064,1.9436031999999999,0.18980500000000003,82108819,4105486,8210919,2736973,18.381302990864803,656.8714,9.166245000000002,20.328793397264803,658.8150032,9.356050000000002
3,1,0.7533581023149472,0.02,41156,2.191474688,2.1071872,0.20578000000000002,83658042,4182948,8365842,2788614,18.269432534263263,669.2652,9.166245000000002,20.460907222263263,671.3723872,9.372025
4,1,0.6106623586429726,0.02,33313,1.7090368512,1.7056255999999999,0.16656500000000002,83658042,4182948,8365842,2788614,18.35826011177218,669.2652,9.166245000000002,20.067296962972176,670.9708256,9.332810000000002
6,2,0.48727972244722084,0.04,20407,2.2338644991999996,2.0896768,0.20407000000000003,83658042,4182948,8365842,2788614,18.756385001080396,669.2652,9.166245000000002,20.990249500280395,671.3548768,9.370315000000002
7,3,0.3115554888349973,0.06,43675,7.128878079999999,6.70848,0.6551250000000001,79010373,3950562,7901073,2633691,19.65703586614745,632.0837999999999,9.166245000000002,26.785913946147446,638.7922799999999,9.821370000000002
8,2,0.4327819832194268,0.04,10491,1.0968382464,1.0742783999999999,0.10491,69715035,3485790,6971535,2323845,20.91379516813558,557.721,9.166245000000002,22.01063341453558,558.7952784,9.271155000000002
9,3,0.33022891814067834,0.06,22616,3.5803480064,3.4738176,0.33924000000000004,58870474,2943556,5887074,1962358,20.7408248222184,470.9644,9.166245000000002,24.3211728286184,474.43821760000003,9.505485
10,2,0.49700754572925493,0.04,35152,3.7183504384,3.5995648,0.35152000000000005,80559596,4028024,8055996,2685332,20.748112939749245,644.4775999999999,9.166245000000002,24.466463378149246,648.0771648,9.517765
11,1,0.7659257049082501,0.02,26431,1.407397888,1.3532672,0.13215500000000002,80559596,4028024,8055996,2685332,21.99267446130526,644.4775999999999,9.166245000000002,23.40007234930526,645.8308672000001,9.2984
